,info_,location,home prices,room count,m2,age,floor type
40925,Satılık Daire,umraniye,3950000,3 + 1,115,0,3. Kat
40926,Satılık Daire,umraniye,7200000,3 + 1,140,5,3. Kat
40927,Satılık Daire,umraniye,7000000,3 + 1,138,8,17. Kat
40928,Satılık Daire,umraniye,4000000,2 + 1,110,4,7. Kat
40929,Satılık Daire,umraniye,3500000,2 + 1,142,30,1. Kat
40930,Satılık Daire,umraniye,3500000,3 + 1,130,5,4. Kat
40931,Satılık Daire,umraniye,4000000,3 + 1,110,31,9. Kat
40932,Satılık Daire,umraniye,4250000,4 + 1,150,0,5. Kat
40933,Satılık Daire,umraniye,2790000,3 + 1,130,11,1. Kat
40934,Satılık Daire,umraniye,3650000,3 + 1,120,14,2. Kat
40935,Satılık Daire,umraniye,3300000,3 + 1,140,16,1. Kat
40936,Satılık Daire,umraniye,1680000,2 + 1,70,5,Yüksek Giriş
40937,Satılık Daire,umraniye,12900000,3 + 1,171,0,4. Kat
40938,Satılık Residence,umraniye,5100000,1 + 1,115,0,21 ve üzeri
40939,Satılık Daire,umraniye,1450000,1 + 1,80,15,Bahçe Katı
40940,Satılık Daire,umraniye,3560000,3 + 1,125,18,Ara Kat
40941,Satılık Daire,umraniye,2750000,2 + 1,82,25,Ara Kat
40942,Satılık Daire,umraniye,2150000,4 + 1,180,16,5. Kat
40943,Satılık Daire,umraniye,10750000,4 + 1,205,13,11. Kat
40944,Satılık Daire,umraniye,2425000,2 + 1,90,21,5. Kat
40945,Satılık Daire,umraniye,1200000,2 + 1,100,16,3. Kat
40946,Satılık Daire,umraniye,3500000,3 + 1,150,5,5. Kat
40947,Satılık Daire,umraniye,3050000,3 + 1,140,11,2. Kat
40948,Satılık Daire,umraniye,1950000,2 + 1,85,12,Bahçe Katı
40949,Satılık Daire,umraniye,3450000,2 + 1,90,12,7. Kat
40950,Satılık Daire,umraniye,2250000,2 + 1,90,28,Zemin
40951,Satılık Daire,umraniye,1325000,3 + 1,135,21,2. Kat
40952,Satılık Daire,umraniye,1600000,2 + 1,100,31,2. Kat
40953,Satılık Residence,umraniye,5300000,2 + 1,110,7,8. Kat
40954,Satılık Daire,umraniye,5650000,3 + 1,164,1,13. Kat
40955,Satılık Daire,umraniye,4250000,4 + 1,120,0,4. Kat
40956,Satılık Daire,umraniye,3200000,1 + 1,74,7,9. Kat
40957,Satılık Daire,umraniye,4650000,3 + 1,170,9,En Üst Kat
40958,Satılık Daire,umraniye,6975000,3 + 1,144,11,6. Kat
40959,Satılık Daire,umraniye,2800000,3 + 1,120,5,Bahçe Katı
40960,Satılık Daire,umraniye,6250000,4 + 1,160,0,4. Kat
40961,Satılık Daire,umraniye,4080000,3 + 1,120,5,Ara Kat
40962,Satılık Daire,umraniye,2310000,1 + 1,55,4,3. Kat
40963,Satılık Daire,umraniye,9000000,2 + 1,128,4,2. Kat
40964,Satılık Daire,umraniye,1890000,3 + 1,115,25,3. Kat
40965,Satılık Daire,umraniye,1600000,2 + 1,100,31,1. Kat
40966,Satılık Daire,umraniye,4400000,4 + 2,180,11,3. Kat
40967,Satılık Daire,umraniye,3000000,3 + 3,210,21,3. Kat
40968,Satılık Daire,umraniye,3750000,3 + 1,110,3,6. Kat
40969,Satılık Daire,umraniye,4200000,4 + 1,200,16,1. Kat
40970,Satılık Daire,umraniye,2850000,4 + 1,165,30,4. Kat
40971,Satılık Daire,umraniye,2050000,2 + 1,100,11,2. Kat
40972,Satılık Daire,umraniye,1850000,2 + 1,100,9,Kot 1
40973,Satılık Daire,umraniye,2750000,3 + 1,150,10,En Üst Kat
40974,Satılık Daire,umraniye,6975000,3 + 1,144,13,6. Kat
40975,Satılık Daire,umraniye,3000000,3 + 1,130,11,1. Kat
40976,Satılık Daire,umraniye,3900000,3 + 1,115,0,1. Kat
40977,Satılık Daire,umraniye,1550000,2 + 1,80,4,Bahçe Katı
40978,Satılık Daire,umraniye,4900000,3 + 1,135,16,7. Kat
40979,Satılık Daire,umraniye,2600000,3 + 1,135,17,Giriş Katı
40980,Satılık Daire,umraniye,5250000,2 + 1,136,12,2. Kat
40981,Satılık Daire,umraniye,2350000,2 + 1,105,15,3. Kat
40982,Satılık Daire,umraniye,2100000,2 + 1,85,9,3. Kat
40983,Satılık Daire,umraniye,2950000,1 + 1,82,4,5. Kat
40984,Satılık Daire,umraniye,2350000,2 + 1,105,5,2. Kat
40985,Satılık Daire,umraniye,6250000,2 + 1,101,0,Ara Kat
40986,Satılık Daire,umraniye,3750000,3 + 1,140,15,3. Kat
40987,Satılık Daire,umraniye,2850000,3 + 1,145,11,3. Kat
40988,Satılık Daire,umraniye,3500000,2 + 1,110,16,2. Kat
40989,Satılık Daire,umraniye,2700000,2 + 1,100,5,3. Kat
40990,Satılık Daire,umraniye,3150000,3 + 1,145,11,2. Kat
40991,Satılık Daire,umraniye,6500000,1 + 1,85,0,Ara Kat
40992,Satılık Daire,umraniye,1200000,1 + 1,80,31,1. Kat
40993,Satılık Daire,umraniye,1375000,2 + 1,75,11,Bahçe Katı
40994,Satılık Daire,umraniye,3350000,1 + 1,65,1,3. Kat
40995,Satılık Daire,umraniye,2288000,2 + 1,90,10,Ara Kat
40996,Satılık Daire,umraniye,3100000,3 + 1,110,24,2. Kat
40997,Satılık Daire,umraniye,4199000,3 + 1,155,16,3. Kat
40998,Satılık Daire,umraniye,2050000,2 + 1,90,11,3. Kat
40999,Satılık Daire,umraniye,3600000,2 + 1,110,16,3. Kat
41000,Satılık Daire,umraniye,3300000,3 + 1,115,0,3. Kat
41001,Satılık Daire,umraniye,2350000,2 + 1,90,4,1. Kat
41002,Satılık Daire,umraniye,7750000,3 + 1,134,1,9. Kat
41003,Satılık Daire,umraniye,1550000,2 + 1,100,22,Giriş Katı
41004,Satılık Daire,umraniye,1290000,2 + 1,95,16,4. Kat
41005,Satılık Daire,umraniye,2500000,1 + 1,78,16,6. Kat
41006,Satılık Daire,umraniye,4594000,2 + 1,107,6,Ara Kat
41007,Satılık Daire,umraniye,2749000,3 + 1,170,24,3. Kat
41008,Satılık Daire,umraniye,4750000,3 + 1,150,12,Bahçe Katı
41009,Satılık Daire,umraniye,5750000,3 + 1,145,11,7. Kat
41010,Satılık Daire,umraniye,2500000,3 + 1,140,8,Giriş Katı
41011,Satılık Daire,umraniye,6675000,2 + 2,135,0,4. Kat
41012,Satılık Daire,umraniye,4250000,4 + 1,190,5,5. Kat
41013,Satılık Daire,umraniye,2300000,2 + 1,90,5,Yüksek Giriş
41014,Satılık Daire,umraniye,2550000,3 + 1,110,20,5. Kat
41015,Satılık Daire,umraniye,4850000,2 + 1,110,4,10. Kat
41016,Satılık Daire,umraniye,6100000,2 + 1,130,16,Ara Kat
41017,Satılık Daire,umraniye,4350000,5 + 1,165,11,4. Kat
41018,Satılık Daire,umraniye,3955000,4 + 2,183,9,5. Kat
41019,Satılık Daire,umraniye,2600000,3 + 1,115,11,Yüksek Giriş
41020,Satılık Daire,umraniye,2650000,2 + 1,85,10,Bahçe Katı
41021,Satılık Daire,umraniye,5100000,3 + 1,153,13,9. Kat
41022,Satılık Daire,umraniye,4250000,3 + 1,170,11,2. Kat
41023,Satılık Daire,umraniye,2150000,2 + 1,82,15,Zemin
41024,Satılık Daire,umraniye,3550000,2 + 1,93,4,9. Kat
41025,Satılık Daire,umraniye,5500000,3 + 1,157,8,13. Kat
41026,Satılık Daire,umraniye,3500000,3 + 1,110,18,6. Kat
41027,Satılık Daire,umraniye,5150000,4 + 1,180,16,1. Kat
41028,Satılık Daire,umraniye,4000000,2 + 1,85,7,2. Kat
41029,Satılık Daire,umraniye,3500000,4 + 1,180,15,4. Kat
41030,Satılık Daire,umraniye,2550000,2 + 1,100,5,2. Kat
41031,Satılık Daire,umraniye,1050000,1 + 1,65,31,Giriş Katı
41032,Satılık Daire,umraniye,2300000,2 + 1,110,20,Kot 1
41033,Satılık Daire,umraniye,2700000,3 + 1,120,26,4. Kat
41034,Satılık Daire,umraniye,3200000,3 + 1,100,5,Yüksek Giriş
41035,Satılık Daire,umraniye,2950000,2 + 1,75,0,3. Kat
41036,Satılık Daire,umraniye,3800000,3 + 1,135,15,2. Kat
41037,Satılık Daire,umraniye,3350000,2 + 1,105,5,1. Kat
41038,Satılık Daire,umraniye,2400000,2 + 1,95,6,1. Kat
41039,Satılık Daire,umraniye,3800000,3 + 1,126,11,9. Kat
41040,Satılık Daire,umraniye,1100000,2 + 1,95,16,Giriş Katı
41041,Satılık Daire,umraniye,2450000,3 + 1,120,31,8. Kat
41042,Satılık Daire,umraniye,2750000,4 + 2,195,11,1. Kat
41043,Satılık Daire,umraniye,2000000,1 + 1,55,0,Giriş Katı
41044,Satılık Daire,umraniye,2820000,2 + 1,130,5,4. Kat
41045,Satılık Daire,umraniye,3800000,3 + 1,125,0,1. Kat
41046,Satılık Daire,umraniye,5150000,4 + 1,180,17,1. Kat
41047,Satılık Daire,umraniye,1900000,1 + 1,65,2,Yüksek Giriş
41048,Satılık Daire,umraniye,3000000,2 + 1,120,1,4. Kat
41049,Satılık Daire,umraniye,5750000,3 + 1,165,21,2. Kat
41050,Satılık Daire,umraniye,3295000,3 + 2,160,6,4. Kat
41051,Satılık Daire,umraniye,3150000,3 + 1,115,32,Ara Kat
41052,Satılık Daire,umraniye,2000000,3 + 1,110,30,4. Kat
41053,Satılık Daire,umraniye,1100000,3 + 1,110,20,En Üst Kat
41054,Satılık Daire,umraniye,2500000,2 + 1,115,20,Yüksek Giriş
41055,Satılık Daire,umraniye,4250000,3 + 1,130,18,7. Kat
41056,Satılık Daire,umraniye,1895000,3 + 1,160,21,2. Kat
41057,Satılık Daire,umraniye,1975000,3 + 1,110,20,1. Kat
41058,Satılık Daire,umraniye,2470000,2 + 1,85,0,Yüksek Giriş
41059,Satılık Daire,umraniye,4350000,2 + 1,85,13,8. Kat
41060,Satılık Daire,umraniye,1860000,3 + 1,95,11,Bahçe Katı
41061,Satılık Daire,umraniye,2750000,3 + 1,90,0,Yüksek Giriş
41062,Satılık Daire,umraniye,2250000,3 + 1,120,11,2. Kat
41063,Satılık Daire,umraniye,2350000,3 + 1,100,30,Ara Kat
41064,Satılık Residence,umraniye,11500000,4 + 1,205,12,1. Kat
41065,Satılık Daire,umraniye,2500000,2 + 1,95,3,1. Kat
41066,Satılık Daire,umraniye,1450000,2 + 1,95,11,Giriş Katı
41067,Satılık Daire,umraniye,4650000,3 + 2,145,15,Çatı Katı
41068,Satılık Daire,umraniye,3450000,1 + 1,60,0,13. Kat
41069,Satılık Daire,umraniye,1400000,1 + 1,60,11,Bahçe Katı
41070,Satılık Daire,umraniye,3600000,2 + 1,90,14,3. Kat
41071,Satılık Daire,umraniye,3750000,4 + 1,140,11,5. Kat
41072,Satılık Daire,umraniye,4300000,2 + 1,96,3,7. Kat
41073,Satılık Daire,umraniye,3350000,3 + 1,125,5,4. Kat
41074,Satılık Daire,umraniye,3150000,3 + 1,115,7,2. Kat
41075,Satılık Daire,umraniye,4250000,3 + 2,185,3,4. Kat
41076,Satılık Daire,umraniye,4900000,3 + 1,125,0,2. Kat
41077,Satılık Daire,umraniye,3400000,3 + 1,150,9,10. Kat
41078,Satılık Daire,umraniye,3730000,2 + 1,87,5,4. Kat
41079,Satılık Daire,umraniye,2950000,2 + 1,80,3,Giriş Katı
41080,Satılık Daire,umraniye,3350000,3 + 1,110,3,Zemin
41081,Satılık Daire,umraniye,3700000,3 + 1,100,8,Ara Kat
41082,Satılık Daire,umraniye,2950000,3 + 1,120,26,2. Kat
41083,Satılık Daire,umraniye,5250000,2 + 1,139,6,5. Kat
41084,Satılık Daire,umraniye,5350000,2 + 1,118,11,3. Kat
41085,Satılık Daire,umraniye,3850000,3 + 1,110,0,1. Kat
41086,Satılık Daire,umraniye,2750000,2 + 1,95,0,3. Kat
41087,Satılık Daire,umraniye,2570000,5 + 2,190,12,4. Kat
41088,Satılık Residence,umraniye,3350000,1 + 1,74,5,3. Kat
41089,Satılık Daire,umraniye,2100000,2 + 1,80,5,2. Kat
41090,Satılık Daire,umraniye,4950000,3 + 1,110,11,15. Kat
41091,Satılık Daire,umraniye,2450000,3 + 1,115,14,1. Kat
41092,Satılık Daire,umraniye,3650000,2 + 1,95,5,7. Kat
41093,Satılık Daire,umraniye,3300000,2 + 1,80,4,3. Kat
41094,Satılık Daire,umraniye,2750000,3 + 1,110,0,Yüksek Giriş
41095,Satılık Daire,umraniye,3400000,3 + 1,140,23,2. Kat
41096,Satılık Daire,umraniye,4550000,2 + 1,100,0,10. Kat
41097,Satılık Daire,umraniye,1680000,2 + 1,80,5,Yüksek Giriş
41098,Satılık Daire,umraniye,4350000,1 + 1,60,5,3. Kat
41099,Satılık Daire,umraniye,1575000,2 + 1,75,7,Giriş Katı
41100,Satılık Daire,umraniye,2400000,3 + 1,130,22,6. Kat
41101,Satılık Daire,umraniye,1500000,2 + 1,90,30,Kot 3
41102,Satılık Daire,umraniye,6500000,4 + 2,170,10,5. Kat
41103,Satılık Daire,umraniye,5650000,3 + 2,170,0,12. Kat
41104,Satılık Daire,umraniye,5950000,4 + 1,184,5,Giriş Katı
41105,Satılık Daire,umraniye,5800000,2 + 1,115,4,6. Kat
41106,Satılık Daire,umraniye,2280000,2 + 1,90,5,1. Kat
41107,Satılık Daire,umraniye,3250000,3 + 1,145,11,6. Kat
41108,Satılık Daire,umraniye,5400000,3 + 1,120,0,11. Kat
41109,Satılık Daire,umraniye,2600000,2 + 1,85,15,1. Kat
41110,Satılık Daire,umraniye,1950000,2 + 1,90,11,4. Kat
41111,Satılık Daire,umraniye,4250000,1 + 1,73,5,21 ve üzeri
41112,Satılık Residence,umraniye,5250000,2 + 1,110,7,21 ve üzeri
41113,Satılık Daire,umraniye,2880000,2 + 1,105,5,8. Kat
41114,Satılık Daire,umraniye,8200000,5 + 1,193,1,6. Kat
41115,Satılık Residence,umraniye,3150000,1 + 1,75,5,Ara Kat
41116,Satılık Daire,umraniye,2750000,2 + 1,90,8,1. Kat
41117,Satılık Daire,umraniye,3500000,2 + 1,85,22,1. Kat
41118,Satılık Daire,umraniye,7400000,3 + 1,160,11,6. Kat
41119,Satılık Daire,umraniye,8750000,2 + 1,100,5,4. Kat
41120,Satılık Daire,umraniye,4000000,3 + 1,160,7,5. Kat
41121,Satılık Daire,umraniye,1800000,2 + 1,125,25,3. Kat
41122,Satılık Daire,umraniye,3050000,2 + 1,85,5,2. Kat
41123,Satılık Daire,umraniye,3750000,3 + 2,185,5,3. Kat
41124,Satılık Daire,umraniye,4350000,5 + 1,203,22,8. Kat
41125,Satılık Daire,umraniye,2000000,2 + 1,90,11,1. Kat
41126,Satılık Daire,umraniye,2850000,3 + 1,115,11,3. Kat
41127,Satılık Daire,umraniye,3480000,2 + 1,108,5,11. Kat
41128,Satılık Daire,umraniye,2510000,3 + 1,115,13,En Üst Kat
41129,Satılık Daire,umraniye,3650000,1 + 1,67,1,Teras Katı
41130,Satılık Daire,umraniye,2150000,2 + 1,85,8,1. Kat
41131,Satılık Daire,umraniye,2600000,3 + 2,200,20,Teras Katı
41132,Satılık Daire,umraniye,6050000,5 + 2,200,10,En Üst Kat
41133,Satılık Daire,umraniye,3400000,3 + 1,110,10,Ara Kat
41134,Satılık Daire,umraniye,2750000,2 + 1,70,16,1. Kat
41135,Satılık Daire,umraniye,2550000,2 + 1,90,4,Yüksek Giriş
41136,Satılık Daire,umraniye,2550000,1 + 1,78,16,5. Kat
41137,Satılık Daire,umraniye,5650000,3 + 1,120,0,10. Kat
41138,Satılık Daire,umraniye,2250000,2 + 1,87,18,Yüksek Giriş
41139,Satılık Daire,umraniye,1580000,2 + 1,75,5,Bahçe Katı
41140,Satılık Daire,umraniye,2250000,1 + 1,55,0,Giriş Katı
41141,Satılık Daire,umraniye,5750000,3 + 1,143,13,1. Kat
41142,Satılık Daire,umraniye,2500000,3 + 1,130,24,1. Kat
41143,Satılık Daire,umraniye,1950000,2 + 1,80,5,1. Kat
41144,Satılık Daire,umraniye,4250000,2 + 1,110,0,4. Kat
41145,Satılık Daire,umraniye,7200000,3 + 1,140,5,3. Kat
41146,Satılık Daire,umraniye,2950000,3 + 1,135,16,1. Kat
41147,Satılık Daire,umraniye,2350000,2 + 1,90,11,2. Kat
41148,Satılık Daire,umraniye,2395000,2 + 1,80,3,5. Kat
41149,Satılık Residence,umraniye,3000000,1 + 1,74,6,16. Kat
41150,Satılık Daire,umraniye,1650000,2 + 1,75,11,Giriş Katı
41151,Satılık Daire,umraniye,2485000,2 + 1,90,4,Yüksek Giriş
41152,Satılık Daire,umraniye,5750000,2 + 1,109,2,21 ve üzeri
41153,Satılık Daire,umraniye,3950000,3 + 1,130,16,Giriş Katı
41154,Satılık Daire,umraniye,11750000,4 + 1,190,11,Bahçe Katı
41155,Satılık Daire,umraniye,2600000,3 + 1,130,20,Giriş Katı
41156,Satılık Daire,umraniye,3900000,2 + 1,108,5,3. Kat
41157,Satılık Daire,umraniye,2600000,3 + 1,140,5,4. Kat
41158,Satılık Daire,umraniye,10500000,3 + 1,155,1,Ara Kat
41159,Satılık Daire,umraniye,2000000,3 + 1,125,20,4. Kat
41160,Satılık Daire,umraniye,4100000,2 + 1,98,2,12. Kat
41161,Satılık Daire,umraniye,3990000,4 + 1,140,0,5. Kat
41162,Satılık Daire,umraniye,3950000,3 + 1,125,0,3. Kat
41163,Satılık Daire,umraniye,6500000,2 + 1,120,8,8. Kat
41164,Satılık Daire,umraniye,5650000,3 + 1,143,5,4. Kat
41165,Satılık Daire,umraniye,3850000,3 + 1,106,0,Ara Kat
41166,Satılık Daire,umraniye,4250000,4 + 1,140,0,4. Kat
41167,Satılık Daire,umraniye,3450000,3 + 1,120,15,2. Kat
41168,Satılık Daire,umraniye,3590000,3 + 1,125,0,5. Kat
41169,Satılık Daire,umraniye,1925000,2 + 1,95,0,Bahçe Katı
41170,Satılık Daire,umraniye,4250000,3 + 1,135,28,Giriş Katı
41171,Satılık Daire,umraniye,2500000,2 + 1,80,3,4. Kat
41172,Satılık Residence,umraniye,2250000,1 + 1,75,4,3. Kat
41173,Satılık Daire,umraniye,2950000,2 + 1,90,14,4. Kat
41174,Satılık Daire,umraniye,1400000,1 + 1,55,9,Bahçe Katı
41175,Satılık Daire,umraniye,3650000,2 + 1,85,0,2. Kat
41176,Satılık Daire,umraniye,5750000,3 + 1,140,8,14. Kat
41177,Satılık Daire,umraniye,2325000,2 + 1,80,3,3. Kat
41178,Satılık Daire,umraniye,3000000,2 + 1,80,0,1. Kat
41179,Satılık Daire,umraniye,3450000,1 + 1,74,6,21 ve üzeri
41180,Satılık Daire,umraniye,2900000,3 + 1,145,16,2. Kat
41181,Satılık Daire,umraniye,2690000,2 + 1,95,11,Yüksek Giriş
41182,Satılık Daire,umraniye,3100000,3 + 1,120,20,2. Kat
41183,Satılık Daire,umraniye,3450000,3 + 1,99,5,5. Kat
41184,Satılık Daire,umraniye,2300000,2 + 1,90,8,2. Kat
41185,Satılık Daire,umraniye,1750000,2 + 1,95,15,Bahçe Katı
41186,Satılık Daire,umraniye,5500000,4 + 1,170,15,12. Kat
41187,Satılık Daire,umraniye,3750000,3 + 1,120,7,Ara Kat
41188,Satılık Daire,umraniye,4950000,3 + 1,110,10,15. Kat
41189,Satılık Daire,umraniye,3125000,4 + 2,165,11,4. Kat
41190,Satılık Daire,umraniye,5650000,3 + 1,143,5,1. Kat
41191,Satılık Daire,umraniye,2860000,3 + 1,140,21,Ara Kat
41192,Satılık Daire,umraniye,6950000,2 + 1,100,10,21 ve üzeri
41193,Satılık Daire,umraniye,2225000,2 + 1,110,11,Giriş Katı
41194,Satılık Daire,umraniye,3550000,4 + 1,150,9,En Üst Kat
41195,Satılık Daire,umraniye,2500000,2 + 1,75,0,Bahçe Katı
41196,Satılık Daire,umraniye,2250000,3 + 1,135,23,Ara Kat
41197,Satılık Daire,umraniye,5950000,2 + 1,97,0,13. Kat
41198,Satılık Daire,umraniye,1600000,2 + 1,85,7,Kot 2
41199,Satılık Daire,umraniye,2990000,1 + 1,85,2,3. Kat
41200,Satılık Daire,umraniye,2100000,3 + 1,140,26,5. Kat
41201,Satılık Daire,umraniye,3600000,3 + 1,100,0,1. Kat
41202,Satılık Daire,umraniye,3300000,3 + 1,120,2,1. Kat
41203,Satılık Daire,umraniye,4250000,2 + 1,100,0,7. Kat
41204,Satılık Daire,umraniye,2425000,1 + 1,65,4,4. Kat
41205,Satılık Daire,umraniye,5205000,2 + 1,107,6,En Üst Kat
41206,Satılık Daire,umraniye,3900000,3 + 1,125,5,2. Kat
41207,Satılık Daire,umraniye,1850000,2 + 1,80,3,2. Kat
41208,Satılık Daire,umraniye,2550000,2 + 1,74,0,6. Kat
41209,Satılık Daire,umraniye,5650000,3 + 1,143,5,2. Kat
41210,Satılık Daire,umraniye,3900000,3 + 1,130,11,7. Kat
41211,Satılık Daire,umraniye,2780000,2 + 1,125,11,Kot 1
41212,Satılık Daire,umraniye,3000000,2 + 1,90,0,Ara Kat
41213,Satılık Daire,umraniye,2300000,3 + 1,112,11,2. Kat
41214,Satılık Daire,umraniye,3300000,3 + 1,145,12,1. Kat
41215,Satılık Daire,umraniye,4400000,1 + 1,59,1,7. Kat
41216,Satılık Residence,umraniye,7500000,3 + 1,200,11,5. Kat
41217,Satılık Daire,umraniye,2260000,2 + 1,80,0,3. Kat
41218,Satılık Daire,umraniye,4500000,3 + 1,115,11,2. Kat
41219,Satılık Daire,umraniye,2250000,2 + 1,80,5,2. Kat
41220,Satılık Daire,umraniye,3750000,3 + 1,140,14,3. Kat
41221,Satılık Daire,umraniye,3750000,2 + 1,112,0,2. Kat
41222,Satılık Daire,umraniye,3750000,2 + 1,90,4,11. Kat
41223,Satılık Daire,umraniye,1550000,2 + 1,105,22,Bodrum
41224,Satılık Daire,umraniye,3750000,3 + 1,145,16,3. Kat
41225,Satılık Daire,umraniye,4100000,2 + 1,105,5,4. Kat
41226,Satılık Daire,umraniye,2900000,4 + 1,160,11,5. Kat
41227,Satılık Daire,umraniye,4650000,3 + 1,140,6,6. Kat
41228,Satılık Daire,umraniye,2550000,2 + 1,90,11,3. Kat
41229,Satılık Daire,umraniye,1490000,2 + 1,85,11,Kot 1
41230,Satılık Daire,umraniye,4350000,3 + 1,130,0,4. Kat
41231,Satılık Daire,umraniye,5500000,3 + 2,180,4,11. Kat
41232,Satılık Daire,umraniye,2500000,4 + 1,140,4,2. Kat
41233,Satılık Daire,umraniye,1650000,2 + 1,80,5,Bahçe Katı
41234,Satılık Daire,umraniye,6450000,3 + 1,148,3,9. Kat
41235,Satılık Daire,umraniye,4500000,3 + 1,150,12,1. Kat
41236,Satılık Daire,umraniye,4250000,3 + 1,125,7,9. Kat
41237,Satılık Daire,umraniye,3600000,3 + 1,155,13,Ara Kat
41238,Satılık Daire,umraniye,1900000,3 + 1,160,21,2. Kat
41239,Satılık Daire,umraniye,5250000,4 + 1,170,20,5. Kat
41240,Satılık Daire,umraniye,1675000,2 + 1,75,11,Yüksek Giriş
41241,Satılık Daire,umraniye,2150000,3 + 1,120,6,Bahçe Katı
41242,Satılık Daire,umraniye,3250000,2 + 1,90,1,Ara Kat
41243,Satılık Daire,umraniye,3750000,3 + 1,120,4,3. Kat
41244,Satılık Daire,umraniye,2400000,3 + 1,125,13,Yüksek Giriş
41245,Satılık Daire,umraniye,2550000,2 + 1,95,2,4. Kat
41246,Satılık Daire,umraniye,2100000,2 + 1,85,37,4. Kat
41247,Satılık Daire,umraniye,3150000,2 + 1,90,8,3. Kat
41248,Satılık Daire,umraniye,2800000,1 + 1,75,2,3. Kat
41249,Satılık Daire,umraniye,4700000,2 + 1,110,0,2. Kat
41250,Satılık Daire,umraniye,2550000,2 + 1,90,0,3. Kat
41251,Satılık Daire,umraniye,3990000,4 + 1,140,0,5. Kat
41252,Satılık Daire,umraniye,1875000,2 + 1,75,11,Giriş Katı
41253,Satılık Daire,umraniye,2600000,1 + 1,65,13,4. Kat
41254,Satılık Daire,umraniye,1480000,3 + 1,120,21,5. Kat
41255,Satılık Daire,umraniye,2950000,3 + 2,160,16,5. Kat
41256,Satılık Daire,umraniye,3200000,2 + 1,110,16,2. Kat
41257,Satılık Daire,umraniye,3400000,1 + 1,63,0,21 ve üzeri
41258,Satılık Daire,umraniye,2575000,2 + 1,110,21,2. Kat
41259,Satılık Daire,umraniye,7250000,3 + 1,155,11,5. Kat
41260,Satılık Daire,umraniye,2250000,3 + 2,165,4,Yüksek Giriş
41261,Satılık Daire,umraniye,2250000,2 + 1,95,28,3. Kat
41262,Satılık Daire,umraniye,5250000,4 + 1,170,7,1. Kat
41263,Satılık Daire,umraniye,2085000,2 + 1,100,11,2. Kat
41264,Satılık Daire,umraniye,6000000,2 + 1,101,0,Ara Kat
41265,Satılık Daire,umraniye,3250000,2 + 1,90,5,3. Kat
41266,Satılık Daire,umraniye,3300000,4 + 2,195,4,2. Kat
41267,Satılık Daire,umraniye,4550000,3 + 1,132,13,4. Kat
41268,Satılık Daire,umraniye,2725000,3 + 1,120,25,1. Kat
41269,Satılık Daire,umraniye,3399000,2 + 1,115,0,4. Kat
41270,Satılık Daire,umraniye,3500000,3 + 1,128,14,3. Kat
41271,Satılık Daire,umraniye,850000,1 + 1,50,16,Bahçe Katı
41272,Satılık Residence,umraniye,2250000,1 + 1,55,4,13. Kat
41273,Satılık Daire,umraniye,3200000,2 + 1,110,16,2. Kat
41274,Satılık Daire,umraniye,2700000,2 + 1,110,16,3. Kat
41275,Satılık Daire,umraniye,4650000,1 + 1,95,11,19. Kat
41276,Satılık Daire,umraniye,5800000,3 + 1,150,4,2. Kat
41277,Satılık Daire,umraniye,1800000,2 + 1,85,16,1. Kat
41278,Satılık Daire,umraniye,4900000,3 + 1,135,14,4. Kat
41279,Satılık Daire,umraniye,2650000,2 + 1,110,15,6. Kat
41280,Satılık Daire,umraniye,1260000,1 + 1,55,9,Yüksek Giriş
41281,Satılık Daire,umraniye,2450000,3 + 1,130,21,3. Kat
41282,Satılık Daire,umraniye,8000000,2 + 1,135,1,Bahçe Katı
41283,Satılık Daire,umraniye,2200000,3 + 1,135,20,4. Kat
41284,Satılık Daire,umraniye,1950000,1 + 1,70,5,Giriş Katı
41285,Satılık Daire,umraniye,3800000,1 + 1,95,11,8. Kat
41286,Satılık Daire,umraniye,2100000,3 + 1,140,21,1. Kat
41287,Satılık Daire,umraniye,4990000,4 + 2,200,10,En Üst Kat
41288,Satılık Daire,umraniye,2840000,3 + 1,135,18,1. Kat
41289,Satılık Daire,umraniye,3000000,3 + 1,130,20,Ara Kat
41290,Satılık Daire,umraniye,2150000,2 + 1,110,15,4. Kat
41291,Satılık Daire,umraniye,6755000,2 + 1,102,0,Bahçe Katı
41292,Satılık Daire,umraniye,4250000,2 + 1,95,9,3. Kat
41293,Satılık Daire,umraniye,3600000,4 + 1,160,5,1. Kat
41294,Satılık Daire,umraniye,2050000,2 + 1,80,2,4. Kat
41295,Satılık Daire,umraniye,4500000,4 + 2,200,11,8. Kat
41296,Satılık Daire,umraniye,1340000,2 + 1,80,16,4. Kat
41297,Satılık Daire,umraniye,1700000,1 + 1,65,4,Giriş Katı
41298,Satılık Daire,umraniye,5200000,2 + 1,95,2,3. Kat
41299,Satılık Residence,umraniye,4890000,2 + 1,185,11,21 ve üzeri
41300,Satılık Daire,umraniye,5200000,3 + 1,135,0,8. Kat
41301,Satılık Daire,umraniye,1395000,2 + 1,70,5,Bahçe Katı
41302,Satılık Daire,umraniye,6250000,2 + 1,140,14,19. Kat
41303,Satılık Daire,umraniye,2330000,3 + 1,100,21,5. Kat
41304,Satılık Daire,umraniye,5250000,3 + 1,145,16,6. Kat
41305,Satılık Daire,umraniye,4500000,3 + 1,135,15,6. Kat
